# Constructed from biom file
#OTU ID	B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq	taxonomy
OTU_3	7503.0	8661.0	3566.0	8783.0	6196.0	12661.0	8874.0	6889.0	12159.0	4525.0	1762.0	13451.0
OTU_2	7795.0	8090.0	6034.0	7670.0	7932.0	6979.0	9209.0	5340.0	3929.0	5808.0	7052.0	7856.0
OTU_16	993.0	1227.0	161.0	277.0	221.0	1813.0	638.0	237.0	960.0	187.0	249.0	2110.0
OTU_370	60.0	72.0	9.0	13.0	19.0	36.0	19.0	54.0	43.0	14.0	11.0	32.0
OTU_1229	6.0	5.0	5.0	2.0	0.0	2.0	1.0	7.0	3.0	0.0	4.0	7.0
OTU_705	19.0	14.0	13.0	40.0	21.0	14.0	13.0	39.0	17.0	30.0	25.0	17.0
OTU_6	2068.0	1979.0	2072.0	1841.0	1865.0	2036.0	1871.0	1462.0	1399.0	2513.0	2404.0	1632.0
OTU_186	90.0	121.0	43.0	37.0	73.0	30.0	87.0	14.0	38.0	45.0	73.0	59.0
OTU_1346	622.0	563.0	146.0	444.0	409.0	1442.0	630.0	250.0	1038.0	141.0	295.0	825.0
OTU_130	118.0	90.0	178.0	130.0	166.0	95.0	97.0	89.0	53.0	224.0	192.0	77.0
OTU_440	14.0	11.0	9.0	10.0	15.0	8.0	8.0	7.0	11.0	11.0	24.0	7.0
OTU_506	34.0	42.0	35.0	43.0	34.0	23.0	22.0	14.0	13.0	46.0	40.0	19.0
OTU_38	368.0	366.0	194.0	227.0	155.0	238.0	126.0	154.0	195.0	137.0	85.0	205.0
OTU_17	2208.0	2123.0	416.0	1256.0	1033.0	1714.0	958.0	707.0	1404.0	491.0	588.0	1332.0
OTU_3561	8.0	2.0	5.0	6.0	8.0	8.0	5.0	3.0	5.0	5.0	3.0	5.0
OTU_304	104.0	74.0	12.0	56.0	23.0	66.0	68.0	13.0	93.0	21.0	4.0	77.0
OTU_268	58.0	21.0	15.0	27.0	17.0	63.0	21.0	32.0	66.0	28.0	37.0	14.0
OTU_340	35.0	39.0	10.0	24.0	33.0	51.0	30.0	7.0	33.0	19.0	11.0	15.0
OTU_119	101.0	108.0	9.0	20.0	36.0	57.0	43.0	63.0	121.0	16.0	14.0	80.0
OTU_11	1789.0	1982.0	991.0	1052.0	1568.0	1396.0	2011.0	594.0	1327.0	735.0	1071.0	1493.0
OTU_14	2166.0	1416.0	778.0	1871.0	1314.0	1867.0	1228.0	1638.0	1488.0	851.0	1692.0	1440.0
OTU_44	307.0	92.0	179.0	135.0	132.0	264.0	69.0	74.0	495.0	123.0	117.0	100.0
OTU_3918	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0
OTU_8	3385.0	4054.0	845.0	2535.0	2874.0	2354.0	4228.0	2025.0	4110.0	897.0	897.0	3928.0
OTU_2446	29.0	20.0	10.0	32.0	22.0	84.0	21.0	19.0	23.0	12.0	9.0	21.0
OTU_9	1922.0	2193.0	148.0	1648.0	1229.0	3307.0	1434.0	395.0	2814.0	613.0	347.0	1521.0
OTU_443	37.0	35.0	12.0	27.0	15.0	26.0	13.0	12.0	14.0	11.0	7.0	17.0
OTU_127	101.0	136.0	18.0	96.0	55.0	166.0	79.0	102.0	137.0	31.0	47.0	83.0
OTU_247	26.0	17.0	42.0	44.0	46.0	19.0	24.0	18.0	15.0	42.0	46.0	28.0
OTU_12	1479.0	1121.0	735.0	1746.0	972.0	4763.0	564.0	639.0	1184.0	1042.0	348.0	1249.0
OTU_57	171.0	157.0	36.0	113.0	69.0	217.0	103.0	43.0	451.0	39.0	18.0	134.0
OTU_18	762.0	462.0	295.0	678.0	475.0	549.0	715.0	775.0	650.0	228.0	318.0	584.0
OTU_242	1648.0	1549.0	958.0	1591.0	1141.0	2021.0	1163.0	1137.0	1680.0	1021.0	773.0	1679.0
OTU_22	459.0	258.0	600.0	391.0	623.0	351.0	316.0	1149.0	1035.0	465.0	412.0	197.0
OTU_40	702.0	991.0	407.0	426.0	470.0	415.0	546.0	378.0	455.0	354.0	566.0	635.0
OTU_730	21.0	5.0	2.0	8.0	2.0	5.0	3.0	2.0	11.0	2.0	8.0	4.0
OTU_1	641.0	420.0	26993.0	4655.0	7180.0	427.0	3812.0	19787.0	1018.0	22421.0	18041.0	1331.0
OTU_324	46.0	24.0	21.0	21.0	18.0	31.0	17.0	37.0	24.0	21.0	26.0	26.0
OTU_4343	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_7	1469.0	2313.0	535.0	605.0	1510.0	2049.0	4417.0	1773.0	1265.0	524.0	689.0	2392.0
OTU_10	1241.0	1758.0	2178.0	1819.0	2312.0	1704.0	2699.0	1047.0	1264.0	1710.0	679.0	2331.0
OTU_96	161.0	111.0	18.0	25.0	135.0	15.0	51.0	93.0	52.0	6.0	12.0	159.0
OTU_24	1013.0	796.0	286.0	491.0	797.0	945.0	611.0	663.0	811.0	972.0	423.0	1265.0
OTU_5	1849.0	2109.0	341.0	1223.0	3370.0	1057.0	6717.0	1956.0	3170.0	410.0	703.0	3058.0
OTU_291	72.0	63.0	13.0	38.0	30.0	82.0	55.0	14.0	32.0	24.0	41.0	66.0
OTU_20	1045.0	1350.0	771.0	654.0	940.0	688.0	1449.0	880.0	1023.0	460.0	575.0	1163.0
OTU_60	273.0	345.0	313.0	539.0	312.0	323.0	212.0	112.0	220.0	288.0	200.0	324.0
OTU_192	159.0	184.0	123.0	142.0	114.0	67.0	111.0	99.0	93.0	95.0	124.0	77.0
OTU_55	385.0	247.0	53.0	110.0	164.0	168.0	57.0	220.0	374.0	23.0	11.0	270.0
OTU_548	10.0	3.0	14.0	13.0	10.0	6.0	2.0	8.0	0.0	11.0	25.0	7.0
OTU_414	25.0	35.0	33.0	18.0	22.0	14.0	12.0	11.0	12.0	31.0	18.0	27.0
OTU_497	11.0	19.0	1.0	1.0	7.0	8.0	7.0	5.0	30.0	2.0	1.0	2.0
OTU_128	53.0	29.0	103.0	99.0	95.0	37.0	38.0	108.0	36.0	160.0	115.0	46.0
OTU_116	384.0	379.0	52.0	498.0	138.0	467.0	171.0	44.0	1922.0	58.0	38.0	709.0
OTU_46	381.0	252.0	143.0	160.0	190.0	175.0	142.0	192.0	327.0	159.0	279.0	138.0
OTU_103	68.0	128.0	22.0	13.0	78.0	37.0	100.0	393.0	79.0	11.0	17.0	13.0
OTU_28	394.0	456.0	220.0	440.0	422.0	252.0	365.0	471.0	324.0	213.0	251.0	476.0
OTU_216	140.0	138.0	121.0	178.0	114.0	58.0	75.0	128.0	70.0	167.0	206.0	85.0
OTU_175	67.0	50.0	19.0	52.0	49.0	45.0	20.0	40.0	90.0	38.0	60.0	17.0
