B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_1026	1.3679	1.9269	0.7997	1.7363	1.5743	1.8252	1.926	2.4042	1.5675	1.3544	1.3934	2.0334
OTU_1341	0.84037	1.1381	0.7997	0.82969	0.88573	1.1838	1.926	1.4797	1.1232	0.83059	0.34613	1.5526
OTU_1047	1.7534	0.48576	2.1155	1.7363	2.2245	1.6413	1.585	2.3032	1.1232	2.689	2.3412	1.5526
OTU_4097	0.48053	0.48576	1.078	0.0	0.64628	0.50986	0.0	0.77868	0.47796	0.83059	0.0	1.3487
OTU_3443	0.48053	1.3792	0.0	0.0	0.35903	0.0	0.0	0.0	0.47796	0.0	0.62508	0.47165
OTU_2212	0.84037	0.0	0.7997	1.3531	0.0	0.88582	0.0	0.0	0.83637	0.33282	0.0	0.82651
OTU_1583	1.7534	0.0	1.5119	1.115	1.7051	0.50986	1.585	1.052	2.1811	1.4938	2.0888	1.1111
OTU_3399	0.48053	1.1381	0.45457	1.7363	0.88573	0.0	1.3785	0.77868	0.0	0.83059	1.2362	1.3487
OTU_4374	0.84037	1.1381	0.45457	0.0	0.35903	0.0	0.0	0.77868	0.0	0.33282	0.34613	0.0
OTU_2830	0.48053	0.84851	0.7997	0.82969	0.88573	0.88582	0.0	0.0	0.47796	0.0	0.62508	0.82651
OTU_2492	1.1281	0.48576	0.7997	0.82969	0.88573	0.0	1.1375	1.8092	1.1232	0.83059	0.62508	0.82651
OTU_1920	0.48053	0.48576	0.7997	0.0	0.35903	1.1838	0.48543	0.0	1.1232	0.83059	1.3934	0.0
OTU_3844	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.83637	0.33282	0.85874	0.0
OTU_2135	0.48053	0.0	0.45457	0.47368	0.64628	0.50986	0.0	0.77868	1.5675	0.83059	1.6641	0.0
OTU_2764	0.48053	0.0	0.45457	0.0	0.88573	0.0	0.0	0.0	0.83637	0.0	0.62508	0.0
OTU_2867	0.48053	0.84851	0.0	0.0	0.64628	0.50986	0.0	0.44125	0.0	0.33282	0.62508	0.47165
OTU_3903	0.48053	0.0	0.7997	0.0	0.0	0.0	0.48543	0.0	0.47796	0.33282	0.34613	0.47165
OTU_4006	0.48053	0.0	0.0	0.0	0.35903	0.0	0.48543	0.0	0.0	0.60307	0.0	0.47165
OTU_4400	0.84037	0.0	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.0	1.0598	0.0
OTU_2189	1.1281	0.84851	0.0	0.47368	0.0	0.50986	0.48543	0.0	0.0	0.33282	0.34613	0.82651
OTU_909	1.3679	2.2025	1.3112	0.82969	2.0385	1.8252	3.1699	1.4797	1.5675	1.0271	0.0	1.3487
OTU_2413	0.48053	0.0	0.45457	0.0	0.35903	0.50986	0.848	0.77868	0.0	0.60307	0.0	0.82651
OTU_1819	1.3679	0.0	0.7997	0.82969	1.5743	1.1838	0.48543	0.44125	1.1232	0.83059	0.62508	1.1111
OTU_2411	0.48053	0.48576	0.45457	0.0	0.0	0.0	0.48543	0.44125	0.0	0.33282	0.62508	0.0
OTU_3136	1.1281	1.1381	0.7997	1.3531	0.64628	1.1838	1.1375	0.77868	0.83637	1.0271	0.85874	0.47165
OTU_1675	0.48053	1.3792	1.6881	0.82969	1.4305	0.0	2.6323	0.0	0.47796	0.33282	0.62508	0.47165
OTU_1722	0.48053	0.0	1.078	0.0	0.88573	0.50986	0.48543	0.44125	0.83637	0.33282	0.85874	0.47165
OTU_3669	0.84037	0.84851	1.5119	0.82969	1.5743	1.1838	1.7655	0.77868	0.47796	1.6209	2.0888	0.0
OTU_2249	0.48053	0.48576	0.45457	0.47368	0.88573	0.0	0.0	0.0	0.83637	0.33282	0.85874	0.82651
OTU_1746	0.48053	0.0	0.45457	0.47368	0.88573	0.88582	1.1375	1.4797	1.1232	0.33282	1.2362	0.47165
OTU_4187	0.48053	0.48576	0.45457	1.115	0.0	0.0	0.48543	0.0	0.47796	0.83059	0.34613	1.3487
OTU_1212	0.84037	0.0	1.845	0.47368	0.64628	0.88582	0.48543	1.4797	0.47796	1.0271	1.2362	0.82651
OTU_1499	0.48053	0.0	0.0	0.82969	0.35903	0.88582	0.0	0.0	0.47796	0.83059	1.2362	0.0
OTU_2398	1.1281	0.0	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_2415	0.48053	0.0	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.60307	0.62508	0.0
OTU_2416	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_1264	1.5735	0.84851	0.7997	1.5574	0.88573	0.88582	1.1375	0.44125	0.83637	1.0271	1.0598	1.1111
OTU_3125	0.48053	0.48576	0.7997	0.47368	1.091	0.50986	0.48543	1.052	0.0	0.0	1.2362	0.47165
OTU_4170	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1765	0.48053	0.84851	0.45457	0.47368	0.0	0.88582	0.848	0.44125	0.47796	0.33282	0.62508	1.1111
OTU_1274	0.48053	1.1381	0.45457	0.82969	1.4305	0.88582	0.848	1.052	0.0	0.60307	0.62508	1.3487
OTU_1050	0.84037	2.0713	0.7997	1.3531	1.2707	1.1838	0.48543	1.2816	0.47796	1.4938	1.5351	1.1111
OTU_1127	0.48053	1.3792	2.6288	1.115	1.5743	0.50986	0.0	1.9494	0.47796	1.8459	2.4879	1.1111
OTU_3417	0.48053	0.48576	0.0	1.115	0.0	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_921	0.48053	0.84851	2.2338	1.115	2.1345	1.1838	1.585	1.2816	1.1232	1.0271	2.2619	1.1111
OTU_1687	0.48053	1.3792	0.7997	1.115	0.88573	0.50986	0.48543	0.0	1.1232	0.60307	1.5351	0.0
OTU_2755	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.44125	0.0	0.60307	0.85874	0.47165
OTU_4325	0.84037	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111
OTU_4093	0.48053	0.0	1.078	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_4205	0.48053	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111
OTU_868	1.3679	1.5857	0.45457	0.82969	0.35903	0.88582	0.848	1.052	2.7002	0.0	0.62508	3.6991
OTU_4008	0.48053	0.0	0.45457	0.0	0.35903	0.0	0.0	0.44125	0.0	0.83059	0.85874	0.0
OTU_4215	0.48053	0.0	0.0	0.0	0.88573	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2239	0.48053	0.0	0.0	0.0	0.35903	0.0	0.48543	0.77868	0.0	0.33282	0.34613	0.0
OTU_2537	0.48053	0.48576	0.0	1.115	0.35903	0.50986	0.848	0.44125	0.47796	0.0	0.62508	0.0
OTU_959	1.1281	0.0	2.3431	0.47368	2.0385	1.4306	2.6323	1.8092	0.47796	1.9464	2.621	1.5526
OTU_1955	0.48053	0.0	1.3112	0.0	0.35903	0.0	0.848	1.052	0.47796	0.33282	0.34613	0.47165
OTU_1778	0.48053	1.3792	1.078	0.0	0.64628	0.0	0.0	1.4797	0.0	0.33282	0.34613	0.47165
OTU_1677	0.48053	0.48576	1.078	0.82969	2.4649	0.50986	0.48543	0.44125	0.0	0.0	0.0	0.47165
OTU_3106	0.48053	0.0	0.0	0.0	0.35903	0.50986	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_4213	0.48053	0.48576	0.45457	0.0	0.0	0.50986	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_4120	1.1281	0.84851	0.45457	0.82969	0.35903	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_4125	0.48053	0.0	1.078	0.47368	0.35903	0.0	1.1375	0.0	0.0	0.0	0.34613	0.0
OTU_2240	0.48053	1.1381	1.078	0.47368	0.64628	0.88582	0.848	1.052	1.1232	0.83059	1.892	0.0
OTU_2501	0.48053	0.48576	0.45457	0.47368	0.35903	1.1838	0.848	0.0	0.47796	0.0	0.62508	0.47165
OTU_1945	0.48053	1.1381	0.7997	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.0	0.47165
OTU_1432	0.84037	0.48576	0.7997	0.82969	1.4305	0.88582	0.0	0.44125	1.3624	1.0271	1.3934	0.0
OTU_2433	0.48053	0.84851	0.45457	0.0	0.35903	0.0	0.48543	0.77868	0.47796	0.33282	0.62508	0.47165
OTU_4123	0.84037	0.0	0.0	0.0	0.0	0.50986	0.48543	0.0	0.0	0.83059	0.0	0.47165
OTU_793	1.1281	2.537	0.7997	1.115	1.4305	0.50986	1.1375	1.4797	0.47796	1.0271	1.2362	1.7313
OTU_4107	0.48053	0.0	0.0	0.82969	0.35903	0.50986	0.0	0.0	0.0	0.0	0.0	0.82651
OTU_1167	0.48053	1.3792	1.9866	1.115	1.4305	1.1838	1.3785	0.44125	0.47796	1.0271	0.34613	1.1111
OTU_1973	0.48053	0.48576	0.0	1.115	0.35903	1.4306	0.848	1.052	0.47796	0.0	0.85874	0.47165
OTU_4094	0.48053	0.0	0.45457	0.0	0.64628	0.0	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_4421	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_2440	0.84037	0.84851	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.0	0.0	0.0
OTU_834	1.1281	2.2025	0.7997	0.82969	2.2245	1.6413	2.2016	1.4797	0.83637	0.83059	1.2362	1.7313
OTU_2081	0.48053	0.0	0.45457	0.47368	1.091	0.50986	0.848	0.0	0.0	0.83059	0.0	0.47165
OTU_3251	0.48053	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3770	1.1281	3.171	1.3112	0.47368	0.35903	0.50986	0.48543	0.0	0.0	0.83059	0.0	2.7656
OTU_3021	0.84037	0.0	0.0	0.0	1.091	0.0	0.0	0.0	0.47796	0.33282	0.0	0.0
OTU_828	0.84037	0.84851	1.5119	0.0	0.35903	0.88582	1.3785	2.4985	0.47796	1.9464	1.6641	1.1111
OTU_993	0.84037	0.84851	1.078	2.0389	1.5743	1.1838	0.48543	1.2816	0.0	1.3544	1.3934	0.82651
OTU_4148	0.84037	0.0	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3377	0.48053	0.0	0.45457	1.115	0.35903	0.0	0.0	0.44125	1.747	0.60307	1.2362	0.82651
OTU_1593	0.48053	0.84851	0.7997	0.47368	0.64628	0.50986	0.0	0.0	0.0	0.83059	0.62508	0.0
OTU_2430	0.48053	0.48576	0.7997	0.82969	0.0	0.88582	0.48543	0.77868	0.47796	0.83059	0.34613	0.47165
OTU_3315	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.47796	1.0271	0.34613	0.82651
OTU_1618	1.3679	2.2025	1.5119	0.82969	1.2707	0.88582	0.848	1.052	1.3624	1.6209	1.2362	0.47165
OTU_2656	0.84037	0.48576	0.45457	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_4320	0.84037	0.0	0.0	0.47368	0.0	0.0	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_1704	0.48053	0.0	0.7997	1.115	1.091	0.0	0.0	0.44125	0.47796	0.33282	0.85874	0.0
OTU_2447	1.3679	0.84851	0.45457	0.47368	1.091	0.50986	0.0	0.44125	0.0	0.83059	0.34613	0.0
OTU_2050	0.84037	1.1381	1.078	0.47368	0.88573	0.50986	1.1375	0.77868	0.47796	1.0271	0.85874	0.82651
OTU_3981	0.48053	0.0	0.0	0.47368	0.35903	0.50986	0.0	0.44125	0.47796	0.33282	0.34613	0.47165
OTU_1451	0.48053	0.48576	1.078	0.82969	0.35903	0.50986	0.848	0.44125	0.0	0.83059	1.6641	0.0
OTU_1648	1.1281	1.5857	1.078	1.7363	0.88573	0.88582	1.1375	0.77868	0.47796	1.7378	1.2362	1.5526
OTU_2428	0.48053	0.84851	0.45457	0.47368	0.35903	0.0	0.848	0.44125	0.0	1.0271	1.2362	0.0
OTU_2429	0.48053	0.0	0.0	0.0	0.64628	0.0	0.0	0.44125	0.83637	0.60307	0.62508	0.47165
OTU_755	0.48053	0.48576	0.45457	0.0	2.9601	0.0	2.433	1.2816	0.83637	2.365	1.7826	0.82651
OTU_3648	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.60307	0.62508	0.0
OTU_1864	0.48053	1.1381	1.078	1.7363	0.35903	0.50986	1.585	1.052	1.1232	1.0271	0.62508	0.0
OTU_4285	0.48053	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.34613	0.47165
OTU_2015	0.48053	1.1381	0.7997	0.0	0.64628	0.0	0.48543	0.77868	0.0	0.83059	0.0	1.5526
OTU_4279	0.48053	0.84851	0.45457	0.0	0.0	0.0	0.48543	0.77868	0.0	0.60307	0.34613	0.0
OTU_3569	0.48053	0.0	1.078	0.0	0.0	0.50986	0.0	0.44125	0.47796	0.0	0.0	0.47165
OTU_3575	0.48053	0.0	0.7997	0.0	0.0	0.50986	0.0	0.0	0.47796	0.0	0.0	0.0
OTU_3041	0.48053	0.0	0.45457	0.47368	0.64628	0.88582	0.0	1.2816	0.0	0.33282	0.85874	0.0
OTU_1505	0.84037	0.84851	0.45457	1.115	0.64628	0.50986	1.3785	0.0	1.1232	1.2	1.5351	0.82651
OTU_4326	0.48053	0.0	0.7997	0.0	0.0	0.0	0.0	0.77868	0.0	0.33282	0.34613	0.0
OTU_1507	0.48053	0.48576	1.3112	0.82969	0.64628	0.50986	0.0	0.0	1.3624	1.0271	0.0	0.0
OTU_4335	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_4307	0.48053	0.0	0.0	0.0	0.35903	0.0	0.48543	0.0	0.0	0.0	0.0	0.0
OTU_4306	0.48053	1.1381	0.0	0.47368	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_4305	0.48053	0.0	0.45457	0.0	0.0	0.50986	0.0	0.44125	0.0	0.0	0.0	0.47165
OTU_1107	0.48053	2.2025	0.7997	1.8955	0.64628	0.88582	1.926	1.6538	0.83637	0.83059	1.2362	1.7313
OTU_3773	0.48053	0.48576	0.7997	0.0	1.2707	0.50986	0.48543	1.052	0.47796	0.60307	1.3934	0.47165
OTU_603	1.1281	1.5857	1.5119	1.5574	1.825	1.9882	1.3785	2.6706	2.3009	2.1287	1.3934	1.1111
OTU_2374	0.84037	1.3792	0.7997	1.115	0.64628	0.88582	0.48543	1.8092	0.83637	1.2	0.34613	1.1111
OTU_2412	0.48053	0.0	0.0	0.0	0.0	0.0	0.848	0.44125	0.47796	0.60307	0.34613	0.0
OTU_2125	0.48053	0.0	1.3112	0.82969	0.64628	0.88582	0.848	0.0	0.0	0.60307	0.62508	0.82651
OTU_4252	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83637	0.0	0.34613	0.0
OTU_3266	0.48053	0.0	0.0	0.0	0.64628	0.88582	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_2049	0.48053	0.0	0.0	1.5574	0.64628	1.1838	1.585	0.77868	0.47796	1.2	0.34613	1.3487
OTU_1537	0.48053	0.84851	1.3112	0.47368	0.88573	0.0	0.48543	0.0	0.47796	1.2	1.2362	1.3487
OTU_1285	0.84037	1.1381	1.3112	1.3531	0.88573	0.0	0.48543	0.77868	0.47796	1.4938	1.0598	0.0
OTU_3123	0.48053	0.48576	0.7997	0.47368	0.0	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_3224	0.48053	0.48576	0.0	0.82969	0.88573	1.4306	0.0	1.2816	0.0	0.83059	1.0598	0.0
OTU_2196	0.48053	0.0	1.3112	0.47368	1.4305	0.0	0.48543	1.2816	0.83637	0.83059	1.3934	0.47165
OTU_2195	0.48053	0.84851	0.0	0.82969	0.88573	0.50986	0.848	0.77868	0.47796	0.33282	0.34613	1.1111
OTU_3157	0.48053	0.84851	0.0	0.47368	0.0	0.0	0.0	0.0	1.5675	0.60307	0.34613	0.0
OTU_1929	0.48053	0.0	1.078	0.82969	0.0	0.50986	0.0	1.4797	0.0	0.0	0.85874	0.47165
OTU_1769	1.1281	0.48576	0.7997	0.82969	0.64628	0.50986	0.0	1.052	0.0	0.60307	0.34613	0.0
OTU_1136	1.1281	1.3792	0.45457	1.5574	1.2707	0.50986	1.3785	1.4797	0.83637	0.0	0.34613	1.3487
OTU_931	1.1281	0.0	0.0	1.8955	0.35903	1.4306	0.0	0.77868	0.47796	0.60307	1.3934	0.47165
OTU_3666	0.84037	0.48576	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.0	0.34613	0.47165
OTU_1491	0.84037	0.48576	0.45457	0.47368	1.2707	0.88582	0.0	1.8092	1.5675	1.0271	1.5351	0.82651
OTU_1971	0.48053	0.84851	1.5119	0.82969	1.2707	0.50986	1.3785	0.77868	0.83637	2.1287	1.3934	0.47165
OTU_2769	0.84037	0.48576	1.078	1.115	0.64628	0.50986	0.48543	0.77868	0.0	0.83059	0.34613	0.82651
OTU_3207	0.48053	0.48576	0.0	0.0	0.35903	0.50986	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3641	0.84037	0.48576	0.0	0.0	0.0	0.88582	0.0	0.0	0.47796	0.0	0.0	0.47165
OTU_1316	0.48053	0.0	0.45457	0.0	0.35903	0.0	0.0	0.77868	1.1232	1.0271	0.62508	0.47165
OTU_3537	0.48053	0.0	0.7997	0.47368	0.64628	0.50986	0.0	0.44125	1.1232	0.33282	0.85874	0.47165
OTU_2690	0.84037	0.0	1.5119	1.3531	1.091	1.4306	1.1375	1.8092	0.83637	0.83059	1.0598	0.82651
OTU_3400	0.48053	0.48576	0.0	1.115	0.35903	0.88582	0.0	1.2816	1.1232	0.83059	1.0598	0.82651
OTU_3253	0.84037	0.48576	0.7997	0.47368	0.88573	0.0	1.585	1.052	0.0	0.0	0.62508	0.82651
OTU_1237	0.84037	1.7663	2.5397	1.5574	1.091	0.50986	0.0	2.4985	0.0	0.60307	2.2619	0.82651
OTU_936	1.1281	0.48576	0.7997	0.0	0.88573	0.0	0.848	0.0	0.47796	1.8459	0.62508	2.0334
OTU_4267	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1983	0.84037	0.48576	0.45457	1.5574	0.35903	0.50986	0.48543	0.0	1.1232	0.0	0.85874	0.0
OTU_2400	0.48053	0.0	0.0	0.0	0.64628	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_3071	0.84037	0.0	0.45457	0.0	0.35903	0.0	0.48543	0.0	0.83637	0.33282	0.62508	0.0
OTU_1684	0.48053	0.84851	0.0	0.0	0.88573	0.50986	0.848	0.77868	0.0	0.33282	0.34613	0.0
OTU_2799	0.48053	0.0	0.0	0.0	0.35903	0.0	0.48543	0.0	0.0	0.33282	0.62508	0.47165
OTU_2394	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_4263	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1768	0.48053	0.0	0.45457	1.5574	0.35903	1.1838	1.1375	0.44125	0.0	0.0	0.62508	0.82651
OTU_2061	0.48053	0.0	0.45457	0.0	0.88573	0.0	0.0	0.44125	0.83637	1.3544	0.85874	0.47165
OTU_2119	0.48053	0.84851	0.0	1.3531	0.35903	0.50986	0.0	0.44125	0.0	0.0	0.62508	0.47165
OTU_3756	0.48053	0.0	1.078	0.0	0.0	0.0	0.0	0.0	0.83637	0.0	0.0	0.82651
OTU_2300	0.48053	0.84851	1.3112	0.0	0.0	1.1838	0.0	0.77868	0.0	0.33282	0.0	0.47165
OTU_2987	0.48053	0.0	0.7997	0.47368	0.0	0.50986	0.48543	0.77868	0.0	0.0	0.0	0.47165
OTU_1333	0.48053	0.0	1.078	0.82969	0.88573	1.6413	0.0	1.6538	0.0	1.2	1.3934	0.47165
OTU_671	0.84037	1.7663	1.6881	1.115	1.5743	1.9882	2.0704	1.2816	0.83637	1.3544	1.0598	1.8902
OTU_2230	0.84037	0.84851	0.45457	0.82969	0.64628	0.88582	1.3785	0.0	0.83637	0.0	0.34613	0.0
OTU_1244	1.1281	2.0713	1.078	1.5574	2.537	1.6413	0.48543	1.9494	1.3624	1.7378	2.4164	1.3487
OTU_1943	0.48053	0.48576	1.078	0.82969	0.88573	0.50986	1.1375	0.77868	1.1232	1.0271	1.0598	0.82651
OTU_2703	0.48053	0.0	0.45457	0.82969	0.35903	0.50986	0.48543	0.0	0.0	0.33282	1.6641	0.0
OTU_2547	0.48053	0.0	0.0	0.82969	0.0	0.0	0.0	0.44125	0.0	0.60307	0.0	0.0
OTU_2669	0.48053	0.0	0.7997	1.7363	1.091	1.4306	1.1375	0.77868	1.3624	0.60307	1.0598	1.3487
OTU_1263	0.84037	1.7663	0.7997	0.47368	0.88573	1.9882	1.3785	1.8092	0.0	0.33282	0.85874	1.1111
OTU_2131	0.84037	0.84851	0.45457	1.115	0.88573	0.50986	0.48543	0.77868	0.83637	1.0271	0.85874	1.3487
OTU_2326	0.48053	0.0	0.45457	1.3531	0.88573	0.0	0.48543	0.77868	0.47796	0.0	0.34613	0.82651
OTU_2815	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.60307	0.0	0.47165
OTU_2743	0.48053	1.3792	0.7997	0.0	0.35903	0.50986	0.848	0.0	0.47796	0.33282	0.34613	1.1111
OTU_1064	0.48053	2.3229	1.6881	1.8955	1.091	1.4306	0.848	1.2816	1.1232	1.0271	1.0598	1.8902
OTU_2329	0.48053	0.0	0.45457	0.47368	0.64628	0.50986	0.48543	0.77868	0.0	0.0	0.34613	1.5526
OTU_4333	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2031	0.48053	0.48576	0.0	1.115	0.64628	0.50986	1.1375	0.44125	0.47796	0.33282	0.34613	0.0
OTU_4322	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3964	0.48053	0.0	0.0	0.47368	0.35903	0.50986	0.0	0.44125	0.47796	0.33282	0.34613	0.0
OTU_1062	1.1281	1.1381	0.7997	1.115	0.64628	1.4306	1.926	1.4797	1.747	0.60307	0.62508	1.7313
OTU_2334	0.84037	0.48576	0.45457	0.82969	0.0	1.1838	0.48543	0.0	0.0	1.3544	1.0598	0.82651
OTU_2245	0.48053	1.1381	1.3112	1.115	0.35903	0.50986	0.0	0.44125	1.3624	0.0	1.3934	0.47165
OTU_2387	0.48053	0.48576	0.45457	0.0	0.35903	1.4306	0.48543	0.44125	0.47796	0.0	0.62508	0.0
OTU_3906	0.48053	0.0	0.0	0.82969	0.0	0.88582	0.0	0.44125	0.83637	0.0	0.34613	0.0
OTU_2227	0.48053	0.48576	0.7997	1.5574	0.64628	1.8252	0.848	1.4797	1.5675	0.33282	1.2362	0.47165
OTU_3302	0.84037	0.0	0.45457	0.0	0.88573	0.0	0.0	0.44125	0.0	0.0	0.34613	0.47165
OTU_3174	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.33282	0.0	0.47165
OTU_3515	1.1281	1.1381	0.45457	0.82969	0.0	0.50986	1.1375	0.77868	0.0	0.60307	0.34613	0.0
OTU_4138	0.84037	0.0	0.0	0.47368	0.0	0.0	0.0	0.77868	0.0	0.60307	0.0	0.47165
OTU_956	1.1281	0.48576	1.078	1.5574	1.4305	0.88582	2.433	1.4797	1.9067	1.9464	1.7826	2.1636
OTU_1449	0.84037	0.84851	1.3112	1.3531	1.825	0.50986	0.48543	1.052	0.83637	1.2	1.6641	1.1111
OTU_2219	0.48053	0.0	0.0	1.7363	1.091	0.88582	0.848	1.052	0.47796	1.6209	1.3934	0.82651
OTU_1306	0.84037	0.48576	1.078	1.7363	0.35903	0.50986	1.1375	1.4797	0.47796	0.33282	0.85874	0.47165
OTU_984	0.84037	0.84851	1.3112	0.47368	1.4305	1.1838	0.48543	0.44125	1.3624	1.2	0.85874	1.3487
OTU_2811	0.48053	1.1381	0.45457	0.0	1.4305	0.50986	0.48543	1.052	0.47796	0.83059	1.3934	0.0
OTU_1476	0.48053	1.1381	0.45457	1.7363	0.35903	1.1838	0.848	1.052	1.1232	1.0271	0.62508	1.5526
OTU_4433	0.48053	0.0	1.5119	0.82969	0.35903	0.0	0.848	1.4797	0.47796	1.0271	0.85874	0.47165
OTU_2273	0.84037	0.0	0.45457	0.82969	0.0	0.0	0.0	0.0	0.83637	0.60307	1.0598	0.0
OTU_2264	0.84037	0.84851	0.7997	1.3531	1.4305	0.50986	0.0	0.77868	1.5675	1.3544	1.5351	1.1111
OTU_2877	0.48053	0.0	0.0	0.0	1.2707	0.0	0.0	0.77868	0.0	0.0	1.0598	0.47165
OTU_4134	0.48053	0.0	0.0	0.0	0.35903	0.88582	0.0	0.0	0.0	0.33282	0.62508	0.0
OTU_1850	0.48053	0.0	1.3112	0.82969	0.88573	0.50986	0.0	0.44125	1.1232	1.2	0.34613	0.47165
OTU_1668	0.84037	0.48576	1.3112	1.3531	1.7051	0.0	0.0	0.0	0.47796	1.2	0.0	1.1111
OTU_3946	0.48053	0.0	1.3112	0.47368	0.88573	0.88582	0.48543	1.2816	1.1232	0.33282	0.0	0.0
OTU_2136	0.84037	0.84851	0.0	0.0	0.35903	0.50986	0.0	0.0	1.1232	0.0	0.62508	0.82651
OTU_3953	0.48053	0.48576	0.45457	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.34613	0.0
OTU_4208	0.48053	0.84851	0.45457	0.0	0.0	0.50986	1.1375	0.0	0.47796	0.33282	0.62508	0.47165
OTU_2605	0.48053	0.48576	0.45457	0.47368	0.0	0.0	0.48543	0.77868	0.47796	0.33282	0.0	0.82651
OTU_2686	0.84037	1.1381	1.6881	1.7363	0.88573	0.50986	0.848	1.9494	0.0	0.60307	0.62508	1.5526
OTU_3366	0.48053	1.3792	0.7997	0.0	0.0	0.0	0.0	0.44125	0.83637	0.83059	0.0	0.47165
OTU_3518	0.48053	0.0	0.45457	0.0	0.35903	0.0	0.48543	0.0	0.0	0.0	0.0	0.47165
OTU_3552	0.48053	0.0	0.45457	1.115	0.88573	0.50986	0.0	0.44125	0.47796	0.33282	0.34613	0.0
OTU_3613	0.48053	0.0	0.0	0.0	0.35903	0.50986	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_4139	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_3858	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.77868	0.0	0.33282	0.0	0.0
OTU_1200	0.84037	1.3792	1.845	2.3992	1.5743	0.50986	1.926	1.6538	1.747	1.9464	1.5351	1.3487
OTU_1272	0.48053	1.1381	0.0	1.5574	0.64628	0.0	0.0	0.44125	0.47796	1.0271	0.0	0.0
OTU_1398	0.84037	0.48576	1.5119	0.82969	0.64628	0.0	1.1375	0.44125	1.1232	0.60307	0.0	0.47165
OTU_2383	0.84037	0.0	0.0	0.47368	0.0	1.1838	0.48543	0.77868	0.47796	0.0	0.0	0.0
OTU_2801	0.84037	1.3792	0.0	0.0	1.2707	0.88582	0.848	0.44125	0.0	0.60307	0.34613	0.0
