Taxa	ko00010	ko00020	ko00030	ko00040	ko00052	ko00053	ko00061	ko00071	ko00072	ko00120	ko00190	ko00230	ko00240	ko00250	ko00253	ko00260	ko00270	ko00280	ko00281	ko00290	ko00300	ko00310	ko00311	ko00312	ko00330	ko00340	ko00350	ko00351	ko00360	ko00361	ko00362	ko00363	ko00364	ko00380	ko00400	ko00401	ko00410	ko00430	ko00440	ko00450	ko00460	ko00471	ko00472	ko00473	ko00480	ko00520	ko00521	ko00531	ko00540	ko00550	ko00561	ko00562	ko00564	ko00591	ko00592	ko00620	ko00621	ko00622	ko00623	ko00624	ko00625	ko00626	ko00627	ko00630	ko00633	ko00640	ko00642	ko00643	ko00650	ko00660	ko00670	ko00680	ko00720	ko00740	ko00750	ko00760	ko00770	ko00780	ko00790	ko00900	ko00903	ko00910	ko00920	ko00930	ko00944	ko00960	ko00980	ko00982	ko00983	ko01040	ko02010	ko02020	ko02030	ko02040	ko02060	ko03030	ko03060	ko03070	ko03410	ko03420	ko03430	ko03440	ko03450	ko04070	ko04112	ko04146	ko04614	ko04964	ko05134	ko05150	ko05204
1004022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1033018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1039594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049387	-0.160128153805	0.0	0.0	0.0	0.0	0.160128153805	0.0	-0.160128153805	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.160128153805	-0.160128153805	0.160128153805	0.32025630761	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	-0.160128153805	0.160128153805	0.160128153805	-0.64051261522	0.0	0.160128153805	0.160128153805	0.0	-0.160128153805	0.0	0.0	0.160128153805	0.0	0.0	0.160128153805	0.0	0.800640769025	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.160128153805	0.0	0.0	-0.160128153805	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.32025630761	0.0	-0.160128153805	0.0	0.160128153805	-0.160128153805	0.0	0.160128153805	0.0	0.160128153805	-0.160128153805	0.32025630761	0.160128153805	0.160128153805	0.0800640769025	0.0	0.0	0.0	0.32025630761	-0.160128153805	0.0	0.32025630761	-0.32025630761	0.0	0.32025630761	0.0
1052930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1104627	0.160128153805	0.0	0.0	0.0	0.160128153805	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.160128153805	0.160128153805	0.160128153805	0.160128153805	0.0	0.160128153805	0.0	0.160128153805	0.32025630761	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.480384461415	0.0	0.0	0.0	0.32025630761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0800640769025	0.160128153805	0.32025630761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.160128153805	0.160128153805	0.160128153805	0.0800640769025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.240192230708	0.160128153805	0.160128153805	0.160128153805	0.0	0.32025630761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.160128153805	0.64051261522	0.160128153805	0.0	0.0	0.0	0.160128153805	0.0	0.160128153805
1105085	-0.160128153805	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.160128153805	0.160128153805	0.0	0.0	0.160128153805	0.160128153805	0.160128153805	0.0	0.0	0.0	0.160128153805	0.0	0.0	-0.32025630761	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12089707664	-0.160128153805	0.0	-0.160128153805	0.160128153805	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.160128153805	-0.0800640769025	0.32025630761	0.0	0.160128153805	-0.160128153805	0.0
1106324	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.160128153805	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.160128153805	0.0	0.160128153805	0.0	0.0	0.160128153805	0.0	0.0	0.160128153805	0.160128153805	0.0	0.160128153805	0.0	0.160128153805	0.160128153805	0.0	0.0	-0.160128153805	-0.32025630761	0.0	0.0	0.160128153805	0.0	-0.160128153805	0.0	0.0	0.32025630761	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0	0.160128153805	0.0	0.0	0.0800640769025	0.160128153805	0.0	0.0	0.0	-0.160128153805	0.0	0.0	0.240192230708	0.160128153805	0.0	0.160128153805	0.0	0.0	0.0	0.0	0.0	0.32025630761	0.0	0.0	0.0	0.160128153805	0.480384461415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160128153805	0.0	0.160128153805	0.0	0.160128153805	0.0	0.0	0.0
1106617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1120118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
