Row.names	B8011	B8012	B8013	LF11	LF12	LF13	PC1	PC2	PC3	PC4	PC5	PC6	classification
1	(2R,3S)-2-hydroxy-3-isopropylbutanedioic acid	1.31288262743647e-09	1.06346919855436e-09	1.13264317893333e-09	0.0332779894523607	0.0340003667638422	0.0338679996303482	0.0739653400318356	0.0139291298311792	-0.00289446234028743	0.0108738077796355	-0.00500890061892577	-0.00116264338425262	others
2	1-Hexadecanol	0.00284260882691611	0.0010960326254141	0.00180984260711531	0.0119255064380025	0.00816963915743366	0.00932499450697999	0.0721754007193797	0.0437714302512678	-0.0231633022359887	0.00391504748531064	-0.0568079052710768	0.00582402494482156	alcohols
3	1-Monopalmitin	1.13723667943283	0.83745361199559	0.887046869001567	0.708598307313078	0.900353748283468	0.692528191311802	0.0715725833916994	0.0156023930004259	0.0618838932534721	-0.0654511157382656	-0.0395667371828891	-0.0173358271756901	esters
4	1,2,4-Benzenetriol	1.31288262743647e-09	1.06346919855436e-09	1.13264317893333e-09	0.011175156081756	0.0100513983449602	0.0118596930109149	0.073947088165036	0.014223912466528	-0.00398651462149657	0.0125591628071758	-0.00420052963708408	-0.00246789843628339	alcohols
5	2-amino-3-(4-hydroxyphenyl)propanoic acid 1	0.0525774615561309	0.0440094830990925	0.0438465950514995	4.20643006499513e-10	3.90727645323083e-10	4.3269554854993e-10	-0.073951223710091	-0.0141457045778952	0.00385527472654708	-0.0119884490676281	0.00582656872847268	0.0025599996538097	others
6	2-Deoxy-D-galactose 2	1.31288262743647e-09	1.06346919855436e-09	1.13264317893333e-09	0.0149103740689748	0.0124410569748169	0.0145574710055339	0.073946157879627	0.0142945180831103	-0.00499375637355627	0.012078793075015	-0.00414441737349136	-0.00543597128869281	sugars
7	2-deoxy-D-glucose 2	0.000319085619537415	0.01626821481533	0.0182099008128237	0.00810166927506793	0.00714516690050235	0.00598686863927977	0.0382151906498172	-0.180909030450601	-0.0718019767354571	0.0386150264588408	-0.011840841048382	0.0290708920352018	sugars
8	2-Deoxyerythritol	4.28574483736516	4.64164339996498	4.89704254237236	3.86330522129694	3.58563251890561	3.3821501777275	0.0725670900234142	-0.038885380345504	-0.0304194187543654	-0.0213391465700364	-0.0133583990187939	0.0367217178293393	alcohols
9	2-Deoxytetronic acid	0.0148238942861784	0.0188422877735018	0.0227459713785476	0.00832533946348595	0.00877318403860722	0.00991863376098636	0.0509256702776418	-0.144980403658296	0.00409516963046411	0.0953503117130057	-0.0961906429644344	-0.0494384824262057	short chain carbon organic acids
10	2-Deoxyuridine	1.31288262743647e-09	1.06346919855436e-09	1.13264317893333e-09	0.00893689844941637	0.00910587690677047	0.00753654135198289	0.0739814570134394	0.0137271703048091	-0.00346510140381429	0.00815978339970126	-0.00580420347447392	-0.00359975098559509	others
