Row.names	B8011	B8012	B8013	LF11	LF12	LF13	B8021	B8022	B8023	LF21	LF22	LF23	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	classification
11	2-Deoxyuridine	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	8.9368984487773e-05	9.10587690616562e-05	7.53654135142851e-05	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.000206568440537783	0.00023344373886959	0.000188332273105071	0.0476897943722531	-0.0887372311125842	0.06500869952785	-0.0135430338992849	0.0255935544115633	-0.0150307766840488	-0.0060098073057445	0.0230492428717336	-0.0449780265437389	0.0374778383464325	0.0956390217503129	-0.0109463126631719	others
12	2-hydroxypyridine	0.000342545190909968	0.000339449445949561	0.00035795336924341	9.66953615893217e-05	0.00011555866619391	0.000113718359185649	0.00058488285176457	0.00041490247130516	0.000602320668261516	0.000285091810197778	0.000377565374075785	0.000326989978691887	-0.0932698513769717	-0.0278175956637824	-0.026022482097254	0.00873855275431814	-0.0302093269117036	-0.0920438025133708	0.111703842622618	-0.143760825699378	-0.0388704528457241	0.0233805015242582	0.0263360803815976	-0.0525036366870507	others
13	2-Indanone	0.00347957606650761	0.00302451345094259	0.00278251833061376	0.000995542546318601	0.00160195595961757	0.000969916291933717	0.00236894454259467	0.00392600724589773	0.00233885954623083	0.00203534296189918	0.00110419660152736	0.0011729591175219	-0.079356154352933	0.0521479375142637	-0.0093486452933879	-0.0653813686429683	0.120981827084761	0.158045261692233	-0.0791852097425493	0.175431177617319	0.03855760613403	-0.0132686339071953	0.0222627334695078	0.0646099184114523	others
14	2-ketoadipate 3	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.00015234787415074	0.000156815586539004	0.000148147530756986	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0932115871692819	0.0288904662740108	-0.0480660206351768	0.00630269748814498	0.00301597687757029	-0.00683116694703381	0.0207347096301228	0.0246788831622152	0.00396988603343289	0.00772495904872192	0.00969211774382558	-0.0180193039426429	esters
15	2-Ketovaleric acid 2	0.000337273205690063	0.000278732384254486	0.000285078427538965	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	0.000394770741176752	0.000548563074380959	0.000449676172289585	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	-0.0866982958108355	0.0354786791017051	-0.0581466279503031	-0.0253547327438597	-0.016199867552036	0.0676362210836754	-0.0129157117677942	0.0380512747498176	0.0602255877135924	0.0355477062165808	0.0333545253375073	-0.00369567483146654	others
16	2-methylfumarate	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.000914539558122866	0.00110321869378294	0.0008970894339713	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0925679629016141	0.0288525686176509	-0.0476106965441357	0.00680811202198013	0.0317012820819545	-0.00220389693804866	0.0636775010406117	0.0471993380763273	0.000897023894781149	0.00933060860506948	0.00851401435854991	-0.00932580932519982	esters
17	2-Methylglutaric Acid	0.000183090816950633	0.000172161753037709	0.000202523679374151	0.000202937447564121	0.000156036737401804	0.000118398253612368	3.54927412514031e-06	2.15488774382039e-05	1.21532444951147e-05	0.000349277842808545	0.000303382344643132	0.000326890214289035	0.0359556319074481	-0.0383007198963613	0.11828716822951	-0.0036764703687078	0.0476718266553705	-0.0515433130573153	-0.0823053675595815	0.0518816730217553	0.0525149112835168	0.0718789563468367	-0.0447359009643973	0.00338665955191316	short chain carbon organic acids
18	2-Monopalmitin	0.0032258772730969	0.00217057538803045	0.00193552093173214	0.00281452511149867	0.00264998974600742	0.00265934655561319	0.00200496338407065	0.00203251213437567	0.00178922509038581	0.00190675633669597	0.00118159628308369	0.00143858940084246	0.0383049459185821	0.0890176955226462	-0.027049377408868	-0.166253979359302	0.0629237286620021	-0.0126507515517409	-0.0800902499396354	-0.0157170783100432	0.03126689398975	-0.100418772603889	-0.0897153517126041	0.0492820666743226	esters
19	2,2-Dimethylsuccinic Acid	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	5.77379133624414e-05	5.05047443067925e-05	5.2466619890316e-05	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0931085011480005	0.0287825642632378	-0.0481060145335873	0.00524880514481292	-0.0183247188557349	-0.0241454999449482	-0.0190003699773616	0.0148748826341495	0.0168610756233474	0.012673408328282	0.0173119971389346	-0.0175858007167033	short chain carbon organic acids
20	2,3-Dihydroxypyridine	0.000480701779394974	0.000364246665653838	0.000441477705274931	0.00109702914532522	0.00101239780361902	0.00113630227756327	0.000364541643504096	0.00045577357387616	0.000400269424960559	0.000209797303926993	0.000282600820728855	0.000280867530135033	0.0825570540586932	0.0485410196862239	-0.0577632335046334	-0.00904158865337447	-0.0668116153444768	0.0311308409752416	-0.00343032458797436	0.00880054988836331	0.0156702409401361	0.0471193525694671	0.00542257864822483	-0.080498389456796	others
21	2,3-Dimethylsuccinic acid	0.00157757855212596	0.00274384685017951	0.00273354763064676	0.000839379326525571	0.000959687030563262	0.00104136208089828	0.0034892311974554	0.00414020090170805	0.00421587422317021	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	-0.0708677073540197	0.0403329387833952	-0.0837898681042235	0.064145698046802	-0.000871111580112998	0.0496154793906311	0.000122324298814005	-0.0122854734859175	0.0557874277293394	0.0348854372942531	0.0278187721962596	0.0187663838787783	short chain carbon organic acids
22	2,4-diaminobutyric acid 3	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	9.67892196633552e-05	0.000141998944163644	0.000169364808902036	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0905597111277741	0.0276197278994477	-0.0467388156423868	0.0113929566831328	-0.00924041372389145	0.111282022698102	0.0680731424154162	-0.0466996514918612	-0.0864161502258396	-0.046508958263968	-0.0487157389135289	-0.0248857033923123	others
23	2,4,6-Trihydroxybenzophenone	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	3.35098142237064e-05	2.9771184258575e-05	3.59710237445817e-05	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	3.67870992812394e-05	3.93825306175287e-05	5.13275615920239e-05	0.0757310329910075	-0.0705049649978668	0.0414431189478645	-0.00328951988786311	-0.0566344288092587	0.0026431444056514	0.000824227944956354	0.0243716949729188	0.0378952218051413	-0.0462444223139929	-0.102055071295752	0.0257160570290273	others
24	3-(4-hydroxyphenyl)propionic acid	0.00194060016944548	0.00224447521390842	0.00229866852330811	0.0005071890851858	0.000523662075373867	0.000457581743085103	0.000948411257915716	0.000829610448244097	0.00103028563410256	0.000477083630796934	0.00050202162668071	0.000525849513301927	-0.0573595601037464	0.0880414661153341	0.0470343173633507	0.0603147581225869	0.000418667427310979	-0.016099490243258	0.0112124078246028	-0.0418450000523863	0.0340959921547018	0.0110721354081156	-0.00956612611809687	-0.0257236103525007	others
25	3-Aminoisobutyric acid 1	0.000141317005495958	0.000835455510613905	0.000997176630684492	0.00011559661857062	0.000136534383607577	0.000144194748747386	0.000788381605168576	0.00106618046102841	0.00106995331957479	0.00070461652258314	0.000895891326829212	0.000982218205480722	-0.0768653558103428	-0.0522549435981324	0.00823902487799056	0.158782778332113	-0.0368758832133609	0.0651025989573884	-0.0027429436313764	0.0558920621169711	0.0868590635579503	0.1101193467467	-0.0108064380892956	-0.00167740564849043	others
26	3-Hexenedioic acid	0.00234983064702242	0.0027962572603131	0.00291583215436617	0.00389499053406169	0.00417968199908132	0.00382609826364205	0.000643557383147438	0.000639193896719598	0.000657859106401279	0.00575577907758676	0.0057677883210591	0.00571962958775136	0.0626211424806773	-0.0488879783591713	0.0933530927425799	0.019345401046518	0.0325974963428405	-0.000974115791531471	-0.00562345504782017	0.0275332636891502	-0.0147604399157698	0.0125930036603838	-0.00771086758944225	0.0345009113548439	short chain carbon organic acids
27	3-hydroxy-3-methylglutaric acid	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	0.000122840368845234	0.000128802929143406	0.000107350787403967	0.000278177697251772	0.000223542132368256	0.000252716930137028	-0.0233812534109973	-0.111712648838605	0.0316210129875189	-0.0271178989438204	0.0493066560789775	0.00443041405744046	-0.0564440464564096	0.0292401137582011	-0.0310560029076374	-0.0176332260418905	-0.0787661308257654	0.0284498586789403	others
28	3-hydroxy-L-proline 3	0.000158755027641508	0.000153907952964035	0.000167408546780215	0.000362432433386342	0.000378617588949848	0.000317746371700349	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.000290685564949741	0.000294354273441705	0.000292018716968495	0.0921705216602576	-0.0104638702317517	0.0586986907382336	0.00452125573964068	0.0319562258442068	-0.0278403735955606	0.0143769681441041	0.0516615354507674	0.0130092119835618	0.0322252305722011	0.00677441890583558	0.00837325107488433	amino acids and amides
29	3-hydroxybutyric acid	0.00103115084222173	0.000917145599314714	0.00110020003066491	0.000920908913494675	0.00089242981111342	0.000817151813134933	0.000482234303523192	0.000448133664659557	0.000442063879342009	0.000361659617222057	0.000443332210598518	0.000350677915299894	0.0274202505080253	0.111904374910192	0.0239068276750144	0.0169916699105516	-0.0254378862233317	-0.0418884349525244	0.0215584646699298	0.0209638473852207	-0.0207429578675896	0.1327086653959	0.0259550830441548	0.0499561857354196	short chain carbon organic acids
30	3-Hydroxynorvaline 2	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.000859770067773488	0.000866485108645322	0.00109509760211941	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0926289979792041	0.028300441619405	-0.0479194537020662	0.00844062263381629	-0.0342597976082622	0.0502168842572493	-0.000549716423357814	-0.036991396571561	-0.040191060928659	-0.0224748315179678	-0.0197041883395759	-0.035211277181588	amino acids and amides
31	3-Hydroxypalmitic acid	0.000189875466147053	0.00020346846770516	0.00020298968275717	0.000261743285184957	0.000317847456489263	0.000285120123488412	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.80407728694145e-05	7.74622269755436e-05	5.01575794662441e-05	0.0757041306168557	0.0772351281955552	0.0225978320897047	0.0293139439337872	0.0300915083351389	0.0269940922106477	0.0498075464254369	0.00742594472094736	-0.0225715297325526	0.00333031830766001	0.0367248601362564	0.0202716657389733	others
32	3-Hydroxypropionic acid 1	0.0284999342345222	0.0402662287999959	0.0425396241476262	0.00856556056547527	0.0079915267412376	0.00880447045860731	0.0625976780604243	0.0543505571840568	0.0595187423298242	0.0135713301578577	0.0165369031323117	0.0140150799311742	-0.0903290463203294	0.0162619811984076	-0.0590015287482758	0.0514395929018449	-0.0153721189639932	-0.0367578982837389	0.0160376545631913	-0.0325098669014932	-0.0418731147334013	0.0102056888220151	0.00602941143862517	0.000992597350517777	others
33	3-Methyloxindole 2	0.00131448047094481	0.00327797088385951	0.00363435045088302	0.00351138070232174	0.00354402967150885	0.00235843479269389	0.00986299288940209	0.0106564233242604	0.00792672140935758	0.00455474459046639	0.00379713416098605	0.00364242341714998	-0.0580935064422177	-0.0409868688866386	-0.0964926783512273	0.03086907171855	0.0365059117089207	-0.0116660150364677	-0.060385920297007	0.163989247196309	-0.0833919414495799	0.0121149999382302	0.0100261871758626	-0.0156873861509734	others
34	3-phosphoglycerate	0.000267635574215298	0.000203943402414457	0.000244577282143011	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.64451501971543e-06	6.60593423068802e-06	3.27803134973183e-06	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	-0.0387638132809125	0.0916416022517595	0.0713414439503297	-0.0131673373970575	-0.016972138643062	0.010463303961173	0.00532818735748131	-0.0246919653334975	0.0139167919355903	0.0591567606331221	-0.0341118119521759	-0.0133627726117346	others
35	3-ureidopropionate 2	0.000542137918435344	0.000390972061361664	0.000519017664439551	0.000202998436593629	0.000234784631735603	0.000234408819629769	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.00549378476105414	0.109465462951468	0.0529059862927326	-0.00895029003236042	-0.0202771171147718	0.0202780282583718	0.0287253117225159	-0.0235373019666284	-0.0109482318479733	0.0946794981113527	-0.060796910737653	-0.0106136614891249	esters
36	3,6-Anhydro-D-galactose 4	0.000223391429680564	0.000320242479702779	0.00035802162232136	0.000288058879926887	0.000354454585007923	0.000283154560689713	2.37556830466451e-05	3.90872422574059e-05	2.61070029115931e-05	0.000312056517605728	0.000325650410232263	0.000283766011265534	0.0615903621216792	0.0201289442967033	0.100130330358541	0.0850901323653399	0.0644251822204219	0.017719254955204	0.0188933134504799	0.0614580849281051	-0.0405523862691395	0.0739671227605949	0.0361220335137833	0.0144911271642103	sugars
37	4',7-dihyroxyflavanone 2	0.000234077112671147	0.000420495359452846	0.000378805828526556	0.000160418503336495	0.000199903101067804	0.000316558116165875	0.000670674931889996	0.000642557771735984	0.000684224457267791	0.000866944171818849	0.00120975699948294	0.00100668437143066	-0.0350458507600645	-0.104797161717583	0.0368800592530691	0.0309727923830636	-0.0637594155121111	0.0300433849854863	0.046338870430626	-0.0245744876278498	-0.0695435947714766	-0.0150875698705965	0.129248206434765	0.0241046069702836	others
38	4-aminobutyric acid 1	0.000249891479742882	0.00393377726527526	0.00426156911043369	0.00120848678393723	0.00140616414953545	0.00143346639077862	0.00563727758795716	0.00639917754096501	0.00705416166949132	0.00388279687941849	0.0041201382527961	0.00425013503414704	-0.0735203260015112	-0.055930198319115	-0.0436451835694622	0.13951758708279	0.0141658657748383	0.038365972160009	-0.0113400303208178	-0.0020031465190871	0.0508044746027023	0.0742597627221482	0.00680578838375061	0.00579061547520079	others
39	4-Hydroxybenzoic acid	0.000406788154847734	0.000302201809491148	0.000380025560639283	0.000225138669963323	0.000239289932478807	0.000281924601958273	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.000309641767303221	0.000415588695436487	0.000348962099709134	0.0348773447081484	0.0171797720540706	0.125959133535968	-0.0177992500858316	-0.0628212425839456	0.0360889264441898	0.0383924680207759	-0.0291555933852235	-0.0536253959449412	0.0818584205295354	0.0322895675688428	0.0275737715151911	others
40	4-hydroxybutyrate	0.00266989374699101	0.00310037522860585	0.00391451815667705	0.0352988323600364	0.0349605303665632	0.0336644599447209	0.00313584014362681	0.00257419175186082	0.00351974649865098	0.0207900821294655	0.0165967785919806	0.0153460996325184	0.101272669483383	-0.0154117158458179	-0.0114082257925803	0.00121581293407169	0.0464065760864924	-0.0143137050786723	-0.0272103725233299	0.00797179580415647	-0.0224015660437085	0.0323876998788708	0.000586621623451335	-0.00809486983904943	esters
41	4-Hydroxycyclohexanecarboxylic acid	7.36424223829507e-05	6.04988484502627e-05	6.26307731274192e-05	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	3.01402099834004e-05	3.99222699181701e-05	4.86984192243366e-05	-0.033500473210168	0.0336284349672482	0.123238980590712	-0.0164922079514279	-0.052156039126617	0.00145981011672028	0.0350943286490759	-0.00313547986440613	0.0581595673353762	-0.0231903034073315	-0.04847909925952	0.0110501958914498	others
42	4-hydroxyphenylacetic acid	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	4.14974038411969e-05	6.46911895151964e-05	5.7742223793448e-05	0.0072792556493836	-0.09516617267237	0.080589366745721	-0.00635542293651556	-0.0629910205898493	-0.00678092686718547	0.0499961908324905	0.031543390279654	-0.00821990088085101	0.00419769433707678	0.0805353564154809	0.014331208682126	others
43	4-HYDROXYPYRIDINE	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.00123451387436545	0.00126437137946911	0.00140069765045077	0.0074691317049368	-0.0963902476846933	0.0811441323786497	-0.0124125312036851	-0.000323933826803963	-0.00306574155927775	-0.00603384043918072	0.0211126258304481	0.007094720749494	-0.01735791095554	-0.0472198993096431	0.0106054051788521	others
44	4-Methylbenzyl alcohol	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.000746612905222436	0.000589471672341542	0.000571225135603493	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0923223697406321	0.0286672883607273	-0.047699482191395	0.00345497526184198	-0.0171877738221629	-0.0623051578363014	-0.0386393217867431	0.0351475703200928	0.0460409747614343	0.0297559128328482	0.0359614053511544	-0.038200422867594	alcohols
45	4-Pyridoxic acid	0.000199152951231763	0.000173303876417982	0.000159047839218642	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	2.13104428552034e-05	4.75922550837806e-05	4.33920342932398e-05	-0.0377610484819439	0.0744418668934968	0.0943798071367941	-0.0142013674789068	-0.034589430274176	0.00521789404556073	0.026932871011547	-0.0258726570100824	0.0448502721250844	-0.0466395002441102	0.0374131617403315	0.00466737488030656	others
46	5-Hydroxyindole-3-acetic acid 1	0.000317173117085586	0.000412324523542682	0.0004052192826564	0.000118968446639749	2.92238099930018e-06	0.00012702657496799	0.000423686148738554	0.000579767409474825	0.000469073919796566	0.000149841996651821	0.000226736563193178	0.000215059753112287	-0.0940321708117245	0.0147909455394321	-0.0327990309942985	0.0402643807653552	-0.103772366128418	0.0817722655016634	-0.092647929468122	0.0364388728627803	0.0669516339385969	0.0148743014849617	0.0774034698212687	0.0531553662351522	others
47	5-Methoxypsoralen	0.00125903601968731	0.00277115603730378	0.00291874294539758	0.000586986510524994	0.00102034198432857	0.000866870876869536	0.00288542649564421	0.00295125037000823	0.0031831372885523	0.00255081492951441	0.00262939720954706	0.0024279169343615	-0.0869549100747075	-0.0417200934478112	0.00663332960014917	0.134085575377994	0.0501744725921172	0.0383305529851399	0.0107260161138515	-0.00912652581818507	-0.0335687484725179	0.0534204350868479	0.0206534138795024	0.0733901073932552	esters
48	5beta-androstane-3,17-dione	0.000372058214699796	0.00128525417891956	0.00140828621286537	0.000837504794063691	0.00119980408657985	0.00136389030524093	0.0023713740271422	0.00242661966513624	0.00263320435457785	0.00163540559607164	0.00212575754167215	0.0018861089132526	-0.0496492034592136	-0.0793783558325721	-0.0597317318035279	0.111794970059578	-0.0324930252016583	0.0747556319844984	0.0752348037167161	-0.0269703405581237	-0.0597354473171574	0.0484558829378101	0.0550139397129217	0.0140471386408015	others
49	6-deoxy-D-glucose 1	0.000731840832418712	0.000322906911384393	5.64512984729846e-05	0.000487045349717712	0.000367944613252864	0.000327281259461405	7.79166282947441e-05	0.000111644720258893	7.93845814579823e-05	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0338087941419505	0.0873357792894415	-0.00139949005649987	-0.181820641760868	-0.0173985721429746	-0.0505639793570986	0.00173874131223973	-0.0197568263660627	0.157774795297537	-0.178033610399281	0.137558106124436	-0.0182182150469808	sugars
50	6-phosphogluconic acid	0.00038553997007906	0.000352625637892812	0.000289659640730346	0.000100233301581705	0.000307809120170153	0.000227004581000037	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0190341976637909	0.106252053944906	0.0421128054388764	-0.00522024757090333	0.0594686951859087	0.0907647044729065	0.144185059785476	-0.0172675355320717	-0.0142793873878767	-0.108605499867396	-0.00207341585086239	0.0167496756908523	sugar acids
51	acetanilide 2	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.00119735116892985	0.00122416764320755	0.00106120623433576	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0929511297294089	0.0289285993479827	-0.0478921207855396	0.00553895873246087	0.0126888953954655	-0.0255537458918247	0.0240042579779397	0.042596276504252	0.0184288821612349	0.0172856895226457	0.0192088335488332	-0.00214344552708454	others
52	Adipamide 5	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.000423426666248335	0.00065534624731663	0.000407594923018122	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	6.45506729069507e-12	9.72485722133609e-12	9.30551281141979e-12	0.0898554282100103	0.0283091581539634	-0.0460014636101271	0.00726134864805679	0.0807195230773322	-0.00075708085274188	0.133141166045905	0.0886525290336561	0.000603706166168689	0.0148734346550502	0.00955166533329806	-0.0393191574646062	others
53	adipic acid	0.00149205619619947	0.00090318487550914	0.000861197901408332	0.000710210636112634	0.000329489139793574	0.000306333524681348	0.000502160507787431	0.000383318825152912	0.000362168018316761	0.000649543812068982	0.000592497973647705	0.000600436315832248	-0.0277782543824645	0.0622860318470806	0.0871247408008107	-0.146858734789077	-0.0339506132052038	-0.148564843420867	-0.0858289120419849	-0.0148845866400122	0.0753424797099596	-0.016800113434243	0.026563445064758	-0.0276716922339815	short chain carbon organic acids
54	alanine 1	0.00173910839658642	0.00119298989899782	0.00173012022541973	4.20643006469433e-12	3.9072764529713e-12	4.32695548518102e-12	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.00037181522612396	0.000791911412669244	0.000845278883806202	-0.0354408760760169	0.0512452472696035	0.111454271233273	-0.0115417634027571	-0.0866442367651436	-0.00080483325376985	0.0590442364000896	0.00595357106404557	0.0152732142018877	0.116340843248743	-0.059338156455597	0.00726930138528792	amino acids and amides
55	Allantoic acid 1	1.31288262714345e-11	1.0634691983621e-11	1.13264317871524e-11	0.000423887135734657	0.000400506104752076	0.000399861078554307	1.51331095952464e-11	1.9201734250375e-11	1.44821993900209e-11	0.00027156466155434	0.000231240601640668	0.000306376099630107	0.0980107034037835	-0.0348158033664564	0.00533041436528502	-0.00332279020609902	0.00251281151798701	-0.0164228276424885	-0.0159805959890231	0.0334302874211242	0.0294941087983597	-0.0151371662681568	-0.0726124343523651	-0.031015176766397	others
